Entity,Code,Day,total_vaccinations_per_hundred
Slovenia,SVN,2021-02-17,5.79
Slovenia,SVN,2021-02-18,6.23
Slovenia,SVN,2021-02-19,6.55
Slovenia,SVN,2021-02-20,6.67
Slovenia,SVN,2021-02-21,6.67
Slovenia,SVN,2021-02-22,6.69
Slovenia,SVN,2021-02-23,6.77
Slovenia,SVN,2021-02-24,7.1
Slovenia,SVN,2021-02-25,7.63
Slovenia,SVN,2021-02-26,8
Slovenia,SVN,2021-02-27,8.04
Slovenia,SVN,2021-02-28,8.04
Slovenia,SVN,2021-03-01,8.1
Slovenia,SVN,2021-03-02,8.2
Slovenia,SVN,2021-03-03,8.56
Slovenia,SVN,2021-03-04,9.09
Slovenia,SVN,2021-03-05,9.57
Slovenia,SVN,2021-03-06,9.66
Slovenia,SVN,2021-03-07,9.66
Slovenia,SVN,2021-03-08,9.75
Slovenia,SVN,2021-03-09,9.95
Slovenia,SVN,2021-03-10,10.4
Slovenia,SVN,2021-03-11,11.06
Slovenia,SVN,2021-03-12,11.71
Slovenia,SVN,2021-03-13,12.11
Slovenia,SVN,2021-03-14,12.11
Slovenia,SVN,2021-03-15,12.19
Slovenia,SVN,2021-03-16,12.24
Slovenia,SVN,2021-03-17,12.51
Slovenia,SVN,2021-03-18,12.98
Slovenia,SVN,2021-03-19,13.33
Slovenia,SVN,2021-03-20,13.53
Slovenia,SVN,2021-03-21,13.53
Slovenia,SVN,2021-03-22,13.59
Slovenia,SVN,2021-03-23,13.79
Slovenia,SVN,2021-03-24,14.27
Slovenia,SVN,2021-03-25,14.96
Slovenia,SVN,2021-03-26,15.73
Slovenia,SVN,2021-03-27,16.08
Slovenia,SVN,2021-03-28,16.14
Slovenia,SVN,2021-03-29,16.2
Slovenia,SVN,2021-03-30,16.58
Slovenia,SVN,2021-03-31,17.28
Slovenia,SVN,2021-04-01,18.21
Slovenia,SVN,2021-04-02,18.8
Slovenia,SVN,2021-04-03,18.95
Slovenia,SVN,2021-04-04,19.03
Slovenia,SVN,2021-04-05,19.03
Slovenia,SVN,2021-04-06,19.16
Slovenia,SVN,2021-04-07,19.46
Slovenia,SVN,2021-04-08,20.2
Slovenia,SVN,2021-04-09,21.17
Slovenia,SVN,2021-04-10,21.61
Slovenia,SVN,2021-04-11,21.69
Slovenia,SVN,2021-04-12,21.78
Slovenia,SVN,2021-04-13,21.97
Slovenia,SVN,2021-04-14,22.53
Slovenia,SVN,2021-04-15,23.46
Slovenia,SVN,2021-04-16,24.14
Slovenia,SVN,2021-04-17,24.44
Slovenia,SVN,2021-04-18,24.5
Slovenia,SVN,2021-04-19,24.63
Slovenia,SVN,2021-04-20,24.95
Slovenia,SVN,2021-04-21,25.76
Slovenia,SVN,2021-04-22,26.72
Slovenia,SVN,2021-04-23,27.57
Slovenia,SVN,2021-04-24,27.71
Slovenia,SVN,2021-04-25,27.74
Slovenia,SVN,2021-04-26,27.76
Slovenia,SVN,2021-04-27,27.78
Slovenia,SVN,2021-04-28,28.17
Slovenia,SVN,2021-04-29,29.1
Slovenia,SVN,2021-04-30,30.12
Slovenia,SVN,2021-05-01,30.46
Slovenia,SVN,2021-05-02,30.63
Slovenia,SVN,2021-05-03,31.01
Slovenia,SVN,2021-05-04,31.49
Slovenia,SVN,2021-05-05,32.36
Slovenia,SVN,2021-05-06,33.7
Slovenia,SVN,2021-05-07,34.76
Slovenia,SVN,2021-05-08,35.28
Slovenia,SVN,2021-05-09,35.36
Slovenia,SVN,2021-05-10,35.54
Slovenia,SVN,2021-05-11,36.03
Slovenia,SVN,2021-05-12,37.11
Slovenia,SVN,2021-05-13,38.5
Slovenia,SVN,2021-05-14,39.74
Slovenia,SVN,2021-05-15,40.27
Slovenia,SVN,2021-05-16,40.42
Slovenia,SVN,2021-05-17,40.83
Slovenia,SVN,2021-05-18,41.49
Slovenia,SVN,2021-05-19,42.63
Slovenia,SVN,2021-05-20,44.08
Slovenia,SVN,2021-05-21,45.4
Slovenia,SVN,2021-05-22,45.93
Slovenia,SVN,2021-05-23,46.07
Slovenia,SVN,2021-05-24,46.38
Slovenia,SVN,2021-05-25,46.89
Slovenia,SVN,2021-05-26,47.96
Slovenia,SVN,2021-05-27,49.38
Slovenia,SVN,2021-05-28,50.46
Slovenia,SVN,2021-05-29,50.97
Slovenia,SVN,2021-05-30,50.97
Slovenia,SVN,2021-05-31,51.3
Slovenia,SVN,2021-06-01,52.09
Slovenia,SVN,2021-06-02,53.51
Slovenia,SVN,2021-06-03,55.29
Slovenia,SVN,2021-06-04,56.78
Slovenia,SVN,2021-06-05,57.41
Slovenia,SVN,2021-06-06,57.71
Slovenia,SVN,2021-06-07,58.07
Slovenia,SVN,2021-06-08,58.78
Slovenia,SVN,2021-06-09,59.89
Slovenia,SVN,2021-06-10,61.46
Slovenia,SVN,2021-06-11,62.65
Slovenia,SVN,2021-06-12,63.17
Slovenia,SVN,2021-06-13,63.32
Slovenia,SVN,2021-06-14,63.63
Slovenia,SVN,2021-06-15,64.12
Slovenia,SVN,2021-06-16,64.95
Slovenia,SVN,2021-06-17,65.96
Slovenia,SVN,2021-06-18,66.65
Slovenia,SVN,2021-06-19,66.77
Slovenia,SVN,2021-06-20,66.84
Slovenia,SVN,2021-06-21,67.11
Slovenia,SVN,2021-06-22,67.62
Slovenia,SVN,2021-06-23,68.57
Slovenia,SVN,2021-06-24,69.81
Slovenia,SVN,2021-06-25,69.82
Slovenia,SVN,2021-06-26,70.01
Slovenia,SVN,2021-06-27,70.01
Slovenia,SVN,2021-06-28,70.31
Slovenia,SVN,2021-06-29,70.87
Slovenia,SVN,2021-06-30,71.57
Slovenia,SVN,2021-07-01,72.51
Slovenia,SVN,2021-07-02,73.2
Slovenia,SVN,2021-07-03,73.28
Slovenia,SVN,2021-07-04,73.28
Slovenia,SVN,2021-07-05,73.6
Slovenia,SVN,2021-07-06,74.01
Slovenia,SVN,2021-07-07,74.63
Slovenia,SVN,2021-07-08,75.41
Slovenia,SVN,2021-07-09,76
Slovenia,SVN,2021-07-10,76.06
Slovenia,SVN,2021-07-11,76.07
Slovenia,SVN,2021-07-12,76.38
Slovenia,SVN,2021-07-13,76.71
Slovenia,SVN,2021-07-14,77.25
Slovenia,SVN,2021-07-15,77.95
Slovenia,SVN,2021-07-16,78.49
Slovenia,SVN,2021-07-17,78.59
Slovenia,SVN,2021-07-18,78.59
Slovenia,SVN,2021-07-19,78.86
Slovenia,SVN,2021-07-20,79.16
Slovenia,SVN,2021-07-21,79.67
Slovenia,SVN,2021-07-22,80.24
Slovenia,SVN,2021-07-23,80.73
Slovenia,SVN,2021-07-24,80.81
Slovenia,SVN,2021-07-25,80.81
Slovenia,SVN,2021-07-26,81.07
Slovenia,SVN,2021-07-27,81.42
Slovenia,SVN,2021-07-28,81.88
Slovenia,SVN,2021-07-29,82.42
Slovenia,SVN,2021-07-30,82.83
Slovenia,SVN,2021-07-31,82.94
Slovenia,SVN,2021-08-01,82.94
Slovenia,SVN,2021-08-02,83.19
Slovenia,SVN,2021-08-03,83.47
Slovenia,SVN,2021-08-04,83.89
Slovenia,SVN,2021-08-05,84.39
Slovenia,SVN,2021-08-06,84.77
Slovenia,SVN,2021-08-07,84.82
Slovenia,SVN,2021-08-08,84.84
Slovenia,SVN,2021-08-09,85.04
Slovenia,SVN,2021-08-10,85.29
Slovenia,SVN,2021-08-11,85.64
Slovenia,SVN,2021-08-12,86.1
Slovenia,SVN,2021-08-13,86.49
Slovenia,SVN,2021-08-14,86.53
Slovenia,SVN,2021-08-15,86.53
Slovenia,SVN,2021-08-16,86.8
Slovenia,SVN,2021-08-17,87.14
Slovenia,SVN,2021-08-18,87.52
Slovenia,SVN,2021-08-19,87.97
Slovenia,SVN,2021-08-20,88.35
Slovenia,SVN,2021-08-21,88.39
Slovenia,SVN,2021-08-22,88.39
Slovenia,SVN,2021-08-23,88.62
Slovenia,SVN,2021-08-24,88.94
Slovenia,SVN,2021-08-25,89.3
Slovenia,SVN,2021-08-26,89.76
Slovenia,SVN,2021-08-27,90.11
Slovenia,SVN,2021-08-28,90.17
Slovenia,SVN,2021-08-29,90.17
Slovenia,SVN,2021-08-30,90.4
Slovenia,SVN,2021-08-31,90.65
Slovenia,SVN,2021-09-01,90.91
Slovenia,SVN,2021-09-02,91.31
Slovenia,SVN,2021-09-03,91.63
Slovenia,SVN,2021-09-04,91.66
Slovenia,SVN,2021-09-05,91.66
Slovenia,SVN,2021-09-06,91.89
Slovenia,SVN,2021-09-07,92.26
Slovenia,SVN,2021-09-08,92.7
Slovenia,SVN,2021-09-09,93.3
Slovenia,SVN,2021-09-10,93.77
Slovenia,SVN,2021-09-11,93.87
Slovenia,SVN,2021-09-12,93.87
Slovenia,SVN,2021-09-13,94.36
Slovenia,SVN,2021-09-14,95.22
Slovenia,SVN,2021-09-15,96.12
Slovenia,SVN,2021-09-16,97.29
Slovenia,SVN,2021-09-17,98.22
Slovenia,SVN,2021-09-18,98.63
Slovenia,SVN,2021-09-19,98.81
Slovenia,SVN,2021-09-20,99.19
Slovenia,SVN,2021-09-21,99.59
Slovenia,SVN,2021-09-22,99.98
Slovenia,SVN,2021-09-23,100.57
Solomon Islands,SLB,2021-03-23,0
Solomon Islands,SLB,2021-04-13,0.37
Solomon Islands,SLB,2021-04-20,0.49
Solomon Islands,SLB,2021-06-21,3.05
Solomon Islands,SLB,2021-06-29,3.09
Solomon Islands,SLB,2021-07-13,3.64
Solomon Islands,SLB,2021-07-20,3.95
Solomon Islands,SLB,2021-07-27,5.59
Solomon Islands,SLB,2021-08-02,5.74
Solomon Islands,SLB,2021-08-09,8.04
Solomon Islands,SLB,2021-08-16,8.99
Solomon Islands,SLB,2021-08-31,10.17
Solomon Islands,SLB,2021-09-14,13.88
Somalia,SOM,2021-04-17,0.72
Somalia,SOM,2021-05-02,0.76
Somalia,SOM,2021-05-16,0.76
Somalia,SOM,2021-05-24,0.77
Somalia,SOM,2021-05-25,0.77
Somalia,SOM,2021-05-27,0.79
Somalia,SOM,2021-05-31,0.82
Somalia,SOM,2021-06-02,0.84
Somalia,SOM,2021-06-08,0.87
Somalia,SOM,2021-06-09,0.88
Somalia,SOM,2021-06-12,0.95
Somalia,SOM,2021-06-14,0.96
Somalia,SOM,2021-06-17,0.97
Somalia,SOM,2021-06-18,0.98
Somalia,SOM,2021-06-20,1
Somalia,SOM,2021-06-22,1.09
Somalia,SOM,2021-06-23,1.16
Somalia,SOM,2021-06-28,1.25
Somalia,SOM,2021-06-29,1.27
Somalia,SOM,2021-07-06,1.43
Somalia,SOM,2021-07-08,1.44
Somalia,SOM,2021-07-11,1.53
Somalia,SOM,2021-08-02,1.71
Somalia,SOM,2021-08-21,1.73
Somalia,SOM,2021-08-30,1.78
Somalia,SOM,2021-09-01,1.8
Somalia,SOM,2021-09-06,1.89
Somalia,SOM,2021-09-11,2.08
Somalia,SOM,2021-09-15,2.15
Somalia,SOM,2021-09-20,2.38
Somalia,SOM,2021-09-23,2.63
South Africa,ZAF,2021-02-16,0
South Africa,ZAF,2021-02-18,0
South Africa,ZAF,2021-02-19,0.01
South Africa,ZAF,2021-02-20,0.02
South Africa,ZAF,2021-02-21,0.03
South Africa,ZAF,2021-02-22,0.04
South Africa,ZAF,2021-02-23,0.05
South Africa,ZAF,2021-02-24,0.07
South Africa,ZAF,2021-02-25,0.09
South Africa,ZAF,2021-02-26,0.11
South Africa,ZAF,2021-02-27,0.11
South Africa,ZAF,2021-02-28,0.12
South Africa,ZAF,2021-03-01,0.12
South Africa,ZAF,2021-03-02,0.13
South Africa,ZAF,2021-03-03,0.14
South Africa,ZAF,2021-03-04,0.15
South Africa,ZAF,2021-03-05,0.17
South Africa,ZAF,2021-03-06,0.17
South Africa,ZAF,2021-03-07,0.17
South Africa,ZAF,2021-03-08,0.17
South Africa,ZAF,2021-03-09,0.18
South Africa,ZAF,2021-03-10,0.21
South Africa,ZAF,2021-03-11,0.23
South Africa,ZAF,2021-03-12,0.24
South Africa,ZAF,2021-03-13,0.24
South Africa,ZAF,2021-03-15,0.25
South Africa,ZAF,2021-03-16,0.26
South Africa,ZAF,2021-03-17,0.28
South Africa,ZAF,2021-03-18,0.3
South Africa,ZAF,2021-03-19,0.3
South Africa,ZAF,2021-03-23,0.32
South Africa,ZAF,2021-03-24,0.35
South Africa,ZAF,2021-03-25,0.37
South Africa,ZAF,2021-03-26,0.38
South Africa,ZAF,2021-03-27,0.39
South Africa,ZAF,2021-03-29,0.4
South Africa,ZAF,2021-03-30,0.42
South Africa,ZAF,2021-03-31,0.44
South Africa,ZAF,2021-04-01,0.45
South Africa,ZAF,2021-04-06,0.45
South Africa,ZAF,2021-04-07,0.46
South Africa,ZAF,2021-04-08,0.47
South Africa,ZAF,2021-04-09,0.48
South Africa,ZAF,2021-04-10,0.48
South Africa,ZAF,2021-04-12,0.48
South Africa,ZAF,2021-04-13,0.49
South Africa,ZAF,2021-04-28,0.5
South Africa,ZAF,2021-04-29,0.51
South Africa,ZAF,2021-04-30,0.53
South Africa,ZAF,2021-05-01,0.53
South Africa,ZAF,2021-05-03,0.55
South Africa,ZAF,2021-05-04,0.59
South Africa,ZAF,2021-05-05,0.61
South Africa,ZAF,2021-05-07,0.63
South Africa,ZAF,2021-05-08,0.64
South Africa,ZAF,2021-05-10,0.66
South Africa,ZAF,2021-05-11,0.69
South Africa,ZAF,2021-05-12,0.72
South Africa,ZAF,2021-05-13,0.76
South Africa,ZAF,2021-05-14,0.79
South Africa,ZAF,2021-05-15,0.8
South Africa,ZAF,2021-05-16,0.8
South Africa,ZAF,2021-05-17,0.8
South Africa,ZAF,2021-05-18,0.86
South Africa,ZAF,2021-05-19,0.93
South Africa,ZAF,2021-05-20,0.99
South Africa,ZAF,2021-05-21,1.07
South Africa,ZAF,2021-05-22,1.08
South Africa,ZAF,2021-05-23,1.09
South Africa,ZAF,2021-05-24,1.17
South Africa,ZAF,2021-05-25,1.27
South Africa,ZAF,2021-05-26,1.38
South Africa,ZAF,2021-05-27,1.5
South Africa,ZAF,2021-05-28,1.61
South Africa,ZAF,2021-05-29,1.61
South Africa,ZAF,2021-05-30,1.62
South Africa,ZAF,2021-05-31,1.74
South Africa,ZAF,2021-06-01,1.86
South Africa,ZAF,2021-06-02,1.99
South Africa,ZAF,2021-06-03,2.11
South Africa,ZAF,2021-06-04,2.23
South Africa,ZAF,2021-06-05,2.24
South Africa,ZAF,2021-06-06,2.25
South Africa,ZAF,2021-06-07,2.39
South Africa,ZAF,2021-06-08,2.54
South Africa,ZAF,2021-06-09,2.7
South Africa,ZAF,2021-06-10,2.81
South Africa,ZAF,2021-06-11,2.94
South Africa,ZAF,2021-06-12,2.95
South Africa,ZAF,2021-06-13,2.96
South Africa,ZAF,2021-06-14,3.12
South Africa,ZAF,2021-06-15,3.27
South Africa,ZAF,2021-06-16,3.29
South Africa,ZAF,2021-06-17,3.45
South Africa,ZAF,2021-06-18,3.56
South Africa,ZAF,2021-06-19,3.57
South Africa,ZAF,2021-06-21,3.71
South Africa,ZAF,2021-06-24,4.25
South Africa,ZAF,2021-06-25,4.43
South Africa,ZAF,2021-06-26,4.47
South Africa,ZAF,2021-06-27,4.63
South Africa,ZAF,2021-06-28,4.64
South Africa,ZAF,2021-06-29,4.83
South Africa,ZAF,2021-06-30,5.04
South Africa,ZAF,2021-07-01,5.26
South Africa,ZAF,2021-07-03,5.51
South Africa,ZAF,2021-07-04,5.52
South Africa,ZAF,2021-07-05,5.77
South Africa,ZAF,2021-07-06,6.05
South Africa,ZAF,2021-07-08,6.69
South Africa,ZAF,2021-07-09,7
South Africa,ZAF,2021-07-10,7.06
South Africa,ZAF,2021-07-12,7.31
South Africa,ZAF,2021-07-13,7.55
South Africa,ZAF,2021-07-15,8.4
South Africa,ZAF,2021-07-19,8.49
South Africa,ZAF,2021-07-20,8.87
South Africa,ZAF,2021-07-22,10.13
South Africa,ZAF,2021-07-23,10.51
South Africa,ZAF,2021-07-25,10.63
South Africa,ZAF,2021-07-26,11.02
South Africa,ZAF,2021-07-27,11.42
South Africa,ZAF,2021-07-29,12.15
South Africa,ZAF,2021-08-01,12.58
South Africa,ZAF,2021-08-02,12.6
South Africa,ZAF,2021-08-03,13.29
South Africa,ZAF,2021-08-05,13.63
South Africa,ZAF,2021-08-08,14.33
South Africa,ZAF,2021-08-10,14.68
South Africa,ZAF,2021-08-12,15.3
South Africa,ZAF,2021-08-15,15.63
South Africa,ZAF,2021-08-16,15.92
South Africa,ZAF,2021-08-18,16.59
South Africa,ZAF,2021-08-19,16.93
South Africa,ZAF,2021-08-20,17.37
South Africa,ZAF,2021-08-22,17.45
South Africa,ZAF,2021-08-23,17.97
South Africa,ZAF,2021-08-24,18.45
South Africa,ZAF,2021-08-27,19.86
South Africa,ZAF,2021-08-30,20.47
South Africa,ZAF,2021-08-31,20.93
South Africa,ZAF,2021-09-01,21.39
South Africa,ZAF,2021-09-02,21.84
South Africa,ZAF,2021-09-05,22.41
South Africa,ZAF,2021-09-07,23.14
South Africa,ZAF,2021-09-09,23.53
South Africa,ZAF,2021-09-10,24.33
South Africa,ZAF,2021-09-11,24.43
South Africa,ZAF,2021-09-12,24.47
South Africa,ZAF,2021-09-13,24.85
South Africa,ZAF,2021-09-14,25.3
South Africa,ZAF,2021-09-15,25.73
South Africa,ZAF,2021-09-16,26.12
South Africa,ZAF,2021-09-19,26.64
South Africa,ZAF,2021-09-21,27.24
South Africa,ZAF,2021-09-22,27.58
South Africa,ZAF,2021-09-23,27.91
South America,,2020-12-24,0
South America,,2020-12-25,0
South America,,2020-12-26,0
South America,,2020-12-27,0
South America,,2020-12-28,0
South America,,2020-12-29,0
South America,,2020-12-30,0
South America,,2020-12-31,0.01
South America,,2021-01-01,0.01
South America,,2021-01-02,0.01
South America,,2021-01-03,0.01
South America,,2021-01-04,0.01
South America,,2021-01-05,0.01
South America,,2021-01-06,0.01
South America,,2021-01-07,0.01
South America,,2021-01-08,0.03
South America,,2021-01-09,0.03
South America,,2021-01-10,0.03
South America,,2021-01-11,0.03
South America,,2021-01-12,0.03
South America,,2021-01-13,0.04
South America,,2021-01-14,0.04
South America,,2021-01-15,0.05
South America,,2021-01-16,0.05
South America,,2021-01-17,0.05
South America,,2021-01-18,0.05
South America,,2021-01-19,0.06
South America,,2021-01-20,0.08
South America,,2021-01-21,0.11
South America,,2021-01-22,0.14
South America,,2021-01-23,0.21
South America,,2021-01-24,0.22
South America,,2021-01-25,0.25
South America,,2021-01-26,0.28
South America,,2021-01-27,0.35
South America,,2021-01-28,0.43
South America,,2021-01-29,0.48
South America,,2021-01-30,0.56
South America,,2021-01-31,0.58
South America,,2021-02-01,0.59
South America,,2021-02-02,0.64
South America,,2021-02-03,0.73
South America,,2021-02-04,0.91
South America,,2021-02-05,0.95
South America,,2021-02-06,1.04
South America,,2021-02-07,1.08
South America,,2021-02-08,1.15
South America,,2021-02-09,1.26
South America,,2021-02-10,1.4
South America,,2021-02-11,1.55
South America,,2021-02-12,1.68
South America,,2021-02-13,1.79
South America,,2021-02-14,1.82
South America,,2021-02-15,1.9
South America,,2021-02-16,2.02
South America,,2021-02-17,2.13
South America,,2021-02-18,2.26
South America,,2021-02-19,2.38
South America,,2021-02-20,2.47
South America,,2021-02-21,2.51
South America,,2021-02-22,2.56
South America,,2021-02-23,2.65
South America,,2021-02-24,2.75
South America,,2021-02-25,2.85
South America,,2021-02-26,2.96
South America,,2021-02-27,3.04
South America,,2021-02-28,3.08
South America,,2021-03-01,3.14
South America,,2021-03-02,3.29
South America,,2021-03-03,3.49
South America,,2021-03-04,3.71
South America,,2021-03-05,3.92
South America,,2021-03-06,3.96
South America,,2021-03-07,4.01
South America,,2021-03-08,4.12
South America,,2021-03-09,4.26
South America,,2021-03-10,4.45
South America,,2021-03-11,4.71
South America,,2021-03-12,4.98
South America,,2021-03-13,5.13
South America,,2021-03-14,5.18
South America,,2021-03-15,5.42
South America,,2021-03-16,5.58
South America,,2021-03-17,5.9
South America,,2021-03-18,6.12
South America,,2021-03-19,6.33
South America,,2021-03-20,6.42
South America,,2021-03-21,6.47
South America,,2021-03-22,6.69
South America,,2021-03-23,7.06
South America,,2021-03-24,7.34
South America,,2021-03-25,7.59
South America,,2021-03-26,7.83
South America,,2021-03-27,8
South America,,2021-03-28,8.08
South America,,2021-03-29,8.29
South America,,2021-03-30,8.47
South America,,2021-03-31,8.84
South America,,2021-04-01,8.98
South America,,2021-04-02,9.39
South America,,2021-04-03,9.5
South America,,2021-04-04,9.54
South America,,2021-04-05,9.87
South America,,2021-04-06,10.19
South America,,2021-04-07,10.67
South America,,2021-04-08,11.01
South America,,2021-04-09,11.34
South America,,2021-04-10,11.62
South America,,2021-04-11,11.7
South America,,2021-04-12,12.02
South America,,2021-04-13,12.96
South America,,2021-04-14,13.32
South America,,2021-04-15,13.45
South America,,2021-04-16,13.61
South America,,2021-04-17,13.7
South America,,2021-04-18,14.03
South America,,2021-04-19,14.32
South America,,2021-04-20,14.45
South America,,2021-04-21,14.65
South America,,2021-04-22,15
South America,,2021-04-23,15.62
South America,,2021-04-24,15.85
South America,,2021-04-25,15.97
South America,,2021-04-26,16.29
South America,,2021-04-27,16.72
South America,,2021-04-28,17.06
South America,,2021-04-29,17.42
South America,,2021-04-30,17.73
South America,,2021-05-01,17.91
South America,,2021-05-02,17.99
South America,,2021-05-03,18.26
South America,,2021-05-04,18.67
South America,,2021-05-05,19
South America,,2021-05-06,19.21
South America,,2021-05-07,19.61
South America,,2021-05-08,19.68
South America,,2021-05-09,19.72
South America,,2021-05-10,20
South America,,2021-05-11,20.35
South America,,2021-05-12,20.73
South America,,2021-05-13,21.16
South America,,2021-05-14,21.7
South America,,2021-05-15,21.98
South America,,2021-05-16,22.06
South America,,2021-05-17,22.38
South America,,2021-05-18,22.73
South America,,2021-05-19,23.08
South America,,2021-05-20,23.45
South America,,2021-05-21,23.6
South America,,2021-05-22,23.77
South America,,2021-05-23,23.85
South America,,2021-05-24,24.01
South America,,2021-05-25,25.99
South America,,2021-05-26,26.36
South America,,2021-05-27,26.68
South America,,2021-05-28,27.1
South America,,2021-05-29,27.52
South America,,2021-05-30,27.66
South America,,2021-05-31,27.96
South America,,2021-06-01,28.37
South America,,2021-06-02,28.79
South America,,2021-06-03,29.33
South America,,2021-06-04,29.64
South America,,2021-06-05,29.97
South America,,2021-06-06,30.16
South America,,2021-06-07,30.33
South America,,2021-06-08,30.58
South America,,2021-06-09,31.57
South America,,2021-06-10,32.02
South America,,2021-06-11,32.65
South America,,2021-06-12,32.88
South America,,2021-06-13,33.31
South America,,2021-06-14,33.65
South America,,2021-06-15,34.15
South America,,2021-06-16,34.62
South America,,2021-06-17,35.6
South America,,2021-06-18,36.21
South America,,2021-06-19,36.75
South America,,2021-06-20,36.99
South America,,2021-06-21,37.49
South America,,2021-06-22,38.15
South America,,2021-06-23,38.77
South America,,2021-06-24,39.32
South America,,2021-06-25,39.61
South America,,2021-06-26,39.8
South America,,2021-06-27,40.82
South America,,2021-06-28,41.07
South America,,2021-06-29,41.77
South America,,2021-06-30,42.07
South America,,2021-07-01,43.29
South America,,2021-07-02,43.59
South America,,2021-07-03,43.84
South America,,2021-07-04,44.61
South America,,2021-07-05,45.47
South America,,2021-07-06,45.86
South America,,2021-07-07,46.87
South America,,2021-07-08,47.42
South America,,2021-07-09,47.93
South America,,2021-07-10,48.27
South America,,2021-07-11,49
South America,,2021-07-12,50.02
South America,,2021-07-13,50.57
South America,,2021-07-14,51.47
South America,,2021-07-15,52.32
South America,,2021-07-16,52.8
South America,,2021-07-17,53.63
South America,,2021-07-18,53.9
South America,,2021-07-19,54.46
South America,,2021-07-20,55.13
South America,,2021-07-21,55.8
South America,,2021-07-22,56.64
South America,,2021-07-23,57.22
South America,,2021-07-24,57.53
South America,,2021-07-25,57.95
South America,,2021-07-26,58.76
South America,,2021-07-27,59.5
South America,,2021-07-28,60.16
South America,,2021-07-29,60.99
South America,,2021-07-30,61.25
South America,,2021-07-31,62.25
South America,,2021-08-01,62.46
South America,,2021-08-02,62.74
South America,,2021-08-03,63.78
South America,,2021-08-04,64.52
South America,,2021-08-05,64.85
South America,,2021-08-06,65.61
South America,,2021-08-07,66.57
South America,,2021-08-08,67.08
South America,,2021-08-09,67.28
South America,,2021-08-10,68.15
South America,,2021-08-11,68.91
South America,,2021-08-12,69.25
South America,,2021-08-13,69.51
South America,,2021-08-14,71.07
South America,,2021-08-15,71.5
South America,,2021-08-16,72.55
South America,,2021-08-17,73.4
South America,,2021-08-18,74.18
South America,,2021-08-19,74.96
South America,,2021-08-20,75.28
South America,,2021-08-21,75.58
South America,,2021-08-22,76.45
South America,,2021-08-23,77.13
South America,,2021-08-24,77.69
South America,,2021-08-25,78.49
South America,,2021-08-26,79.77
South America,,2021-08-27,81.57
South America,,2021-08-28,81.88
South America,,2021-08-29,82.44
South America,,2021-08-30,83.22
South America,,2021-08-31,83.51
South America,,2021-09-01,84.65
South America,,2021-09-02,85.29
South America,,2021-09-03,85.56
South America,,2021-09-04,86.2
South America,,2021-09-05,86.7
South America,,2021-09-06,87.19
South America,,2021-09-07,87.41
South America,,2021-09-08,88.15
South America,,2021-09-09,89
South America,,2021-09-10,90.3
South America,,2021-09-11,90.97
South America,,2021-09-12,91.21
South America,,2021-09-13,91.38
South America,,2021-09-14,92.57
South America,,2021-09-15,93.23
South America,,2021-09-16,93.88
South America,,2021-09-17,94.13
South America,,2021-09-18,94.77
South America,,2021-09-19,95.29
South America,,2021-09-20,95.5
South America,,2021-09-21,96.22
South America,,2021-09-22,96.36
South America,,2021-09-23,96.95
South Korea,KOR,2021-02-26,0.05
South Korea,KOR,2021-02-27,0.05
South Korea,KOR,2021-02-28,0.06
South Korea,KOR,2021-03-01,0.06
South Korea,KOR,2021-03-02,0.19
South Korea,KOR,2021-03-03,0.32
South Korea,KOR,2021-03-04,0.46
South Korea,KOR,2021-03-05,0.6
South Korea,KOR,2021-03-06,0.63
South Korea,KOR,2021-03-07,0.64
South Korea,KOR,2021-03-08,0.77
South Korea,KOR,2021-03-09,0.89
South Korea,KOR,2021-03-10,1
South Korea,KOR,2021-03-11,1.09
South Korea,KOR,2021-03-12,1.16
South Korea,KOR,2021-03-13,1.17
South Korea,KOR,2021-03-14,1.17
South Korea,KOR,2021-03-15,1.2
South Korea,KOR,2021-03-16,1.24
South Korea,KOR,2021-03-17,1.28
South Korea,KOR,2021-03-18,1.31
South Korea,KOR,2021-03-19,1.35
South Korea,KOR,2021-03-20,1.35
South Korea,KOR,2021-03-21,1.35
South Korea,KOR,2021-03-22,1.36
South Korea,KOR,2021-03-23,1.4
South Korea,KOR,2021-03-24,1.46
South Korea,KOR,2021-03-25,1.53
South Korea,KOR,2021-03-26,1.58
South Korea,KOR,2021-03-27,1.58
South Korea,KOR,2021-03-28,1.58
South Korea,KOR,2021-03-29,1.63
South Korea,KOR,2021-03-30,1.69
South Korea,KOR,2021-03-31,1.74
South Korea,KOR,2021-04-01,1.81
South Korea,KOR,2021-04-02,1.89
South Korea,KOR,2021-04-03,1.91
South Korea,KOR,2021-04-04,1.91
South Korea,KOR,2021-04-05,1.98
South Korea,KOR,2021-04-06,2.06
South Korea,KOR,2021-04-07,2.14
South Korea,KOR,2021-04-08,2.21
South Korea,KOR,2021-04-09,2.28
South Korea,KOR,2021-04-10,2.3
South Korea,KOR,2021-04-11,2.3
South Korea,KOR,2021-04-12,2.38
South Korea,KOR,2021-04-13,2.47
South Korea,KOR,2021-04-14,2.56
South Korea,KOR,2021-04-15,2.74
South Korea,KOR,2021-04-16,2.94
South Korea,KOR,2021-04-17,3
South Korea,KOR,2021-04-18,3.01
South Korea,KOR,2021-04-19,3.25
South Korea,KOR,2021-04-20,3.51
